0
2009
2076
2055
2148
2228
2193
2394
3236
2762
2711
2395
2760
2774
2731
2928
2395
2527
2035
2216
2899
2695
2797
2300
2269
2671
2743
2767
1529
2118
1313
1633
1593
2358
2349
2130
1712
2789
2806
2904
2579
2287
2293
2226
2826
2795
2975
2697
2898
2364
2535
2186
2775
2640
3007
2914
2934
2644
2805
2636
2357
2563
3143
2609
2553
2517
2198
2866
2483
1892
1314
1435
1787
2742
1951
2646
2532
2110
2673
2638
2578
2827
1847
1995
2054
2926
2756
2771
2563
2405
2974
2898
2041
2169
2364
2318
2849
2172
2678
2782
