0
4837
1983
2034
1981
1993
1981
1995
1976
1997
1979
1988
1982
1976
1982
2024
1975
1984
1975
1983
1976
1983
1976
1985
1976
1983
1975
2047
1985
1978
1982
1977
1982
1977
1975
1985
1976
1983
1975
1982
1975
1988
1975
1982
1975
1983
1976
1985
1976
1981
1977
1982
1977
1982
1988
1980
1983
1974
1981
1981
1976
1981
1983
1974
1982
1980
2000
1976
1982
1980
1975
1980
1983
1980
1976
1976
1981
1980
1977
1980
2016
1980
1976
1976
1982
1980
1983
1974
1982
1980
1982
1976
1982
1980
1980
1975
1983
1979
1981
1970
1982
1980
1979
1980
1981
1975
1982
1989
1976
1980
1981
1973
1978
1979
1976
1981
1981
1974
1981
1980
1977
1990
1981
1976
2004
1979
1978
1979
1976
1981
1981
1974
1984
1980
1975
1980
1983
1981
1991
1974
1982
1980
1981
1975
1983
1980
1975
1980
1977
1980
1980
1976
1989
2033
1982
1976
1982
1977
1982
1977
1982
1977
1982
1978
1982
1977
1982
1987
1981
1977
1982
1977
1982
1977
1981
1978
1982
1977
1982
1977
1981
1987
1982
1978
1976
1982
1980
1983
1973
1982
1980
1978
1980
1983
1975
1991
1980
1975
1981
1982
1974
1982
1980
1975
1980
1983
1974
1982
1980
1984
1981
1983
1974
1981
1980
1977
1981
1983
1975
1977
1980
2053
1963
1972
1969
1971
1969
1964
1969
1966
1969
1971
1969
1969
1969
1981
1964
1971
1969
1964
1969
2010
1969
1969
1969
1963
1971
1969
1973
1969
1971
1969
1964
1969
1972
1978
